-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.015
-183.800, 80.200, 0.000,  0.032
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.066
-183.800, 80.200, 0.000,  0.083
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, -0.012,  0.117
-183.800, 80.200, 0.039,  0.134
-183.800, 80.199, 0.029,  0.151
-183.800, 80.198, 0.037,  0.168
-183.800, 80.198, 0.026,  0.185
-183.800, 80.197, 0.037,  0.202
-183.800, 80.197, 0.029,  0.219
-183.800, 80.195, 0.069,  0.236
-183.799, 80.193, 0.122,  0.253
-183.798, 80.190, 0.177,  0.270
-183.797, 80.185, 0.275,  0.287
-183.794, 80.179, 0.323,  0.304
-183.792, 80.172, 0.393,  0.321
-183.789, 80.164, 0.441,  0.338
-183.785, 80.156, 0.476,  0.355
-183.781, 80.147, 0.516,  0.372
-183.776, 80.137, 0.612,  0.389
-183.771, 80.126, 0.664,  0.406
-183.764, 80.114, 0.708,  0.423
-183.756, 80.100, 0.808,  0.440
-183.747, 80.085, 0.873,  0.457
-183.737, 80.071, 0.904,  0.474
-183.725, 80.055, 0.987,  0.491
-183.713, 80.038, 1.055,  0.508
-183.700, 80.019, 1.127,  0.525
-183.685, 80.001, 1.195,  0.542
-183.670, 79.981, 1.271,  0.559
-183.654, 79.960, 1.340,  0.576
-183.636, 79.938, 1.413,  0.593
-183.618, 79.915, 1.482,  0.610
-183.598, 79.892, 1.550,  0.627
-183.578, 79.868, 1.610,  0.644
-183.556, 79.844, 1.664,  0.661
-183.534, 79.819, 1.703,  0.678
-183.512, 79.795, 1.728,  0.695
-183.488, 79.770, 1.744,  0.712
-183.465, 79.747, 1.749,  0.729
-183.441, 79.723, 1.757,  0.746
-183.417, 79.700, 1.750,  0.763
-183.392, 79.677, 1.753,  0.780
-183.367, 79.655, 1.739,  0.797
-183.342, 79.633, 1.740,  0.814
-183.317, 79.611, 1.723,  0.831
-183.292, 79.590, 1.721,  0.848
-183.266, 79.570, 1.705,  0.865
-183.240, 79.550, 1.703,  0.882
-183.214, 79.531, 1.689,  0.899
-183.188, 79.511, 1.691,  0.916
-183.162, 79.493, 1.680,  0.933
-183.135, 79.474, 1.684,  0.950
-183.108, 79.456, 1.676,  0.967
-183.081, 79.439, 1.682,  0.984
-183.054, 79.421, 1.677,  1.001
-183.026, 79.404, 1.685,  1.018
-182.998, 79.388, 1.682,  1.035
-182.969, 79.371, 1.691,  1.052
-182.941, 79.355, 1.690,  1.069
-182.912, 79.339, 1.699,  1.086
-182.883, 79.324, 1.698,  1.103
-182.853, 79.309, 1.707,  1.120
-182.823, 79.295, 1.705,  1.137
-182.793, 79.280, 1.714,  1.154
-182.763, 79.266, 1.712,  1.171
-182.732, 79.253, 1.720,  1.188
-182.701, 79.240, 1.716,  1.205
-182.670, 79.227, 1.723,  1.222
-182.639, 79.215, 1.718,  1.239
-182.608, 79.203, 1.725,  1.256
-182.576, 79.192, 1.719,  1.273
-182.544, 79.181, 1.726,  1.290
-182.512, 79.171, 1.719,  1.307
-182.480, 79.161, 1.726,  1.324
-182.448, 79.151, 1.719,  1.341
-182.416, 79.142, 1.725,  1.358
-182.383, 79.134, 1.718,  1.375
-182.351, 79.125, 1.724,  1.392
-182.318, 79.118, 1.717,  1.409
-182.285, 79.111, 1.724,  1.426
-182.253, 79.103, 1.755,  1.443
-182.220, 79.094, 1.812,  1.460
-182.187, 79.084, 1.851,  1.477
-182.155, 79.072, 1.888,  1.494
-182.124, 79.060, 1.902,  1.511
-182.093, 79.046, 1.904,  1.528
-182.064, 79.031, 1.894,  1.545
-182.036, 79.016, 1.885,  1.562
-182.009, 79.000, 1.874,  1.579
-181.983, 78.983, 1.856,  1.596
-181.958, 78.965, 1.842,  1.613
-181.934, 78.946, 1.819,  1.630
-181.912, 78.927, 1.796,  1.647
-181.890, 78.907, 1.766,  1.664
-181.869, 78.887, 1.745,  1.681
-181.849, 78.867, 1.722,  1.698
-181.829, 78.847, 1.703,  1.715
-181.810, 78.826, 1.688,  1.732
-181.791, 78.805, 1.678,  1.749
-181.773, 78.783, 1.673,  1.766
-181.756, 78.761, 1.671,  1.783
-181.739, 78.738, 1.674,  1.800
-181.722, 78.714, 1.678,  1.817
-181.706, 78.690, 1.686,  1.834
-181.691, 78.666, 1.692,  1.851
-181.676, 78.640, 1.699,  1.868
-181.661, 78.614, 1.704,  1.885
-181.648, 78.587, 1.707,  1.902
-181.635, 78.560, 1.708,  1.919
-181.623, 78.532, 1.707,  1.936
-181.611, 78.503, 1.703,  1.953
-181.601, 78.474, 1.699,  1.970
-181.592, 78.444, 1.693,  1.987
-181.583, 78.414, 1.702,  2.004
-181.575, 78.383, 1.721,  2.021
-181.567, 78.351, 1.745,  2.038
-181.559, 78.319, 1.770,  2.055
-181.551, 78.287, 1.792,  2.072
-181.544, 78.254, 1.812,  2.089
-181.537, 78.221, 1.824,  2.106
-181.530, 78.187, 1.838,  2.123
-181.523, 78.154, 1.841,  2.140
-181.517, 78.121, 1.850,  2.157
-181.511, 78.087, 1.848,  2.174
-181.505, 78.054, 1.853,  2.191
-181.500, 78.020, 1.848,  2.208
-181.494, 77.987, 1.851,  2.225
-181.490, 77.954, 1.844,  2.242
-181.485, 77.920, 1.847,  2.259
-181.481, 77.887, 1.840,  2.276
-181.476, 77.854, 1.844,  2.293
-181.473, 77.821, 1.839,  2.310
-181.469, 77.787, 1.844,  2.327
-181.466, 77.754, 1.841,  2.344
-181.462, 77.721, 1.847,  2.361
-181.459, 77.688, 1.846,  2.378
-181.456, 77.654, 1.853,  2.395
-181.454, 77.621, 1.853,  2.412
-181.451, 77.588, 1.861,  2.429
-181.449, 77.554, 1.862,  2.446
-181.447, 77.521, 1.870,  2.463
-181.445, 77.488, 1.871,  2.480
-181.443, 77.454, 1.878,  2.497
-181.441, 77.421, 1.880,  2.514
-181.439, 77.387, 1.886,  2.531
-181.438, 77.354, 1.887,  2.548
-181.436, 77.320, 1.893,  2.565
-181.435, 77.287, 1.894,  2.582
-181.434, 77.253, 1.899,  2.599
-181.433, 77.220, 1.900,  2.616
-181.432, 77.186, 1.905,  2.633
-181.431, 77.153, 1.905,  2.650
-181.430, 77.119, 1.909,  2.667
-181.429, 77.086, 1.910,  2.684
-181.429, 77.053, 1.914,  2.701
-181.428, 77.019, 1.916,  2.718
-181.427, 76.986, 1.920,  2.735
-181.427, 76.952, 1.921,  2.752
-181.426, 76.919, 1.925,  2.769
-181.426, 76.885, 1.927,  2.786
-181.426, 76.852, 1.930,  2.803
-181.425, 76.819, 1.933,  2.820
-181.425, 76.785, 1.936,  2.837
-181.425, 76.752, 1.939,  2.854
-181.424, 76.718, 1.941,  2.871
-181.424, 76.685, 1.944,  2.888
-181.424, 76.652, 1.947,  2.905
-181.424, 76.618, 1.950,  2.922
-181.423, 76.585, 1.952,  2.939
-181.423, 76.551, 1.956,  2.956
-181.423, 76.518, 1.958,  2.973
-181.423, 76.484, 1.962,  2.990
-181.423, 76.451, 1.964,  3.007
-181.423, 76.418, 1.968,  3.024
-181.422, 76.384, 1.969,  3.041
-181.422, 76.351, 1.973,  3.058
-181.422, 76.317, 1.975,  3.075
-181.422, 76.283, 1.979,  3.092
-181.422, 76.250, 1.980,  3.109
-181.422, 76.216, 1.985,  3.126
-181.421, 76.183, 1.986,  3.143
-181.421, 76.149, 1.991,  3.160
-181.421, 76.115, 1.992,  3.177
-181.421, 76.082, 1.996,  3.194
-181.421, 76.048, 1.997,  3.211
-181.420, 76.014, 2.002,  3.228
-181.420, 75.980, 2.003,  3.245
-181.420, 75.947, 2.008,  3.262
-181.420, 75.913, 2.009,  3.279
-181.420, 75.879, 2.014,  3.296
-181.419, 75.845, 2.015,  3.313
-181.419, 75.811, 2.020,  3.330
-181.419, 75.777, 2.020,  3.347
-181.418, 75.743, 2.026,  3.364
-181.418, 75.709, 2.027,  3.381
-181.418, 75.675, 2.032,  3.398
-181.417, 75.641, 2.032,  3.415
-181.417, 75.607, 2.038,  3.432
-181.417, 75.573, 2.038,  3.449
-181.416, 75.538, 2.044,  3.466
-181.416, 75.504, 2.044,  3.483
-181.416, 75.470, 2.050,  3.500
-181.415, 75.435, 2.051,  3.517
-181.415, 75.401, 2.056,  3.534
-181.414, 75.367, 2.057,  3.551
-181.414, 75.332, 2.062,  3.568
-181.414, 75.298, 2.063,  3.585
-181.413, 75.263, 2.069,  3.602
-181.413, 75.228, 2.069,  3.619
-181.412, 75.194, 2.075,  3.636
-181.412, 75.159, 2.076,  3.653
-181.411, 75.124, 2.081,  3.670
-181.411, 75.089, 2.082,  3.687
-181.411, 75.054, 2.088,  3.704
-181.410, 75.020, 2.089,  3.721
-181.410, 74.985, 2.094,  3.738
-181.409, 74.950, 2.095,  3.755
-181.409, 74.915, 2.100,  3.772
-181.408, 74.879, 2.102,  3.789
-181.408, 74.844, 2.105,  3.806
-181.407, 74.809, 2.108,  3.823
-181.407, 74.774, 2.111,  3.840
-181.407, 74.739, 2.113,  3.857
-181.406, 74.703, 2.117,  3.874
-181.406, 74.668, 2.120,  3.891
-181.405, 74.632, 2.123,  3.908
-181.405, 74.597, 2.127,  3.925
-181.404, 74.561, 2.130,  3.942
-181.404, 74.526, 2.134,  3.959
-181.403, 74.490, 2.138,  3.976
-181.403, 74.454, 2.141,  3.993
-181.402, 74.419, 2.145,  4.010
-181.402, 74.383, 2.148,  4.027
-181.402, 74.347, 2.152,  4.044
-181.401, 74.311, 2.155,  4.061
-181.401, 74.275, 2.158,  4.078
-181.400, 74.239, 2.161,  4.095
-181.400, 74.203, 2.165,  4.112
-181.399, 74.167, 2.168,  4.129
-181.399, 74.130, 2.172,  4.146
-181.398, 74.094, 2.175,  4.163
-181.398, 74.058, 2.178,  4.180
-181.398, 74.021, 2.182,  4.197
-181.397, 73.985, 2.185,  4.214
-181.397, 73.948, 2.188,  4.231
-181.396, 73.912, 2.192,  4.248
-181.396, 73.875, 2.195,  4.265
-181.395, 73.839, 2.199,  4.282
-181.395, 73.802, 2.202,  4.299
-181.395, 73.765, 2.206,  4.316
-181.394, 73.728, 2.209,  4.333
-181.394, 73.691, 2.213,  4.350
-181.393, 73.655, 2.216,  4.367
-181.393, 73.617, 2.219,  4.384
-181.393, 73.580, 2.223,  4.401
-181.392, 73.543, 2.226,  4.418
-181.392, 73.506, 2.230,  4.435
-181.392, 73.469, 2.233,  4.452
-181.391, 73.432, 2.237,  4.469
-181.391, 73.394, 2.240,  4.486
-181.390, 73.357, 2.244,  4.503
-181.390, 73.319, 2.247,  4.520
-181.390, 73.282, 2.251,  4.537
-181.389, 73.244, 2.254,  4.554
-181.389, 73.207, 2.258,  4.571
-181.389, 73.169, 2.261,  4.588
-181.388, 73.131, 2.265,  4.605
-181.388, 73.093, 2.269,  4.622
-181.388, 73.055, 2.272,  4.639
-181.387, 73.018, 2.276,  4.656
-181.387, 72.980, 2.279,  4.673
-181.387, 72.941, 2.283,  4.690
-181.387, 72.903, 2.286,  4.707
-181.386, 72.865, 2.290,  4.724
-181.386, 72.827, 2.294,  4.741
-181.386, 72.789, 2.298,  4.758
-181.385, 72.750, 2.301,  4.775
-181.385, 72.712, 2.305,  4.792
-181.385, 72.673, 2.308,  4.809
-181.384, 72.635, 2.312,  4.826
-181.384, 72.596, 2.316,  4.843
-181.384, 72.558, 2.319,  4.860
-181.384, 72.519, 2.323,  4.877
-181.383, 72.480, 2.327,  4.894
-181.383, 72.441, 2.330,  4.911
-181.383, 72.402, 2.334,  4.928
-181.383, 72.363, 2.338,  4.945
-181.382, 72.324, 2.341,  4.962
-181.382, 72.285, 2.345,  4.979
-181.382, 72.246, 2.349,  4.996
-181.382, 72.207, 2.352,  5.013
-181.381, 72.168, 2.356,  5.030
-181.381, 72.128, 2.360,  5.047
-181.381, 72.089, 2.363,  5.064
-181.381, 72.049, 2.367,  5.081
-181.381, 72.010, 2.371,  5.098
-181.380, 71.970, 2.375,  5.115
-181.380, 71.931, 2.379,  5.132
-181.380, 71.891, 2.382,  5.149
-181.380, 71.851, 2.386,  5.166
-181.380, 71.811, 2.390,  5.183
-181.379, 71.771, 2.394,  5.200
-181.379, 71.732, 2.398,  5.217
-181.379, 71.691, 2.402,  5.234
-181.379, 71.651, 2.405,  5.251
-181.379, 71.611, 2.409,  5.268
-181.379, 71.571, 2.413,  5.285
-181.378, 71.531, 2.417,  5.302
-181.378, 71.490, 2.421,  5.319
-181.378, 71.450, 2.425,  5.336
-181.378, 71.409, 2.428,  5.353
-181.378, 71.369, 2.432,  5.370
-181.378, 71.328, 2.436,  5.387
-181.377, 71.288, 2.440,  5.404
-181.377, 71.247, 2.444,  5.421
-181.377, 71.206, 2.448,  5.438
-181.377, 71.165, 2.452,  5.455
-181.377, 71.124, 2.456,  5.472
-181.377, 71.083, 2.460,  5.489
-181.377, 71.042, 2.464,  5.506
-181.376, 71.001, 2.468,  5.523
-181.376, 70.960, 2.472,  5.540
-181.376, 70.919, 2.476,  5.557
-181.376, 70.877, 2.480,  5.574
-181.376, 70.836, 2.484,  5.591
-181.376, 70.794, 2.487,  5.608
-181.376, 70.753, 2.491,  5.625
-181.376, 70.711, 2.496,  5.642
-181.376, 70.670, 2.500,  5.659
-181.376, 70.628, 2.504,  5.676
-181.375, 70.586, 2.507,  5.693
-181.375, 70.544, 2.511,  5.710
-181.375, 70.502, 2.515,  5.727
-181.375, 70.460, 2.520,  5.744
-181.375, 70.418, 2.524,  5.761
-181.375, 70.376, 2.528,  5.778
-181.375, 70.334, 2.532,  5.795
-181.375, 70.292, 2.536,  5.812
-181.375, 70.249, 2.540,  5.829
-181.375, 70.207, 2.544,  5.846
-181.375, 70.165, 2.548,  5.863
-181.375, 70.122, 2.552,  5.880
-181.374, 70.079, 2.556,  5.897
-181.374, 70.037, 2.560,  5.914
-181.374, 69.994, 2.564,  5.931
-181.374, 69.951, 2.568,  5.948
-181.374, 69.908, 2.573,  5.965
-181.374, 69.865, 2.577,  5.982
-181.374, 69.822, 2.581,  5.999
-181.374, 69.779, 2.585,  6.016
-181.374, 69.736, 2.589,  6.033
-181.374, 69.693, 2.594,  6.050
-181.374, 69.650, 2.598,  6.067
-181.374, 69.606, 2.602,  6.084
-181.374, 69.563, 2.606,  6.101
-181.374, 69.519, 2.610,  6.118
-181.374, 69.476, 2.614,  6.135
-181.374, 69.432, 2.619,  6.152
-181.374, 69.388, 2.623,  6.169
-181.374, 69.344, 2.627,  6.186
-181.374, 69.301, 2.631,  6.203
-181.374, 69.257, 2.636,  6.220
-181.374, 69.213, 2.640,  6.237
-181.374, 69.169, 2.644,  6.254
-181.374, 69.124, 2.648,  6.271
-181.374, 69.080, 2.653,  6.288
-181.374, 69.036, 2.657,  6.305
-181.374, 68.992, 2.661,  6.322
-181.373, 68.947, 2.666,  6.339
-181.373, 68.903, 2.670,  6.356
-181.373, 68.858, 2.674,  6.373
-181.373, 68.813, 2.679,  6.390
-181.373, 68.769, 2.683,  6.407
-181.373, 68.724, 2.687,  6.424
-181.373, 68.679, 2.692,  6.441
-181.373, 68.634, 2.696,  6.458
-181.373, 68.589, 2.701,  6.475
-181.373, 68.544, 2.705,  6.492
-181.373, 68.499, 2.709,  6.509
-181.373, 68.454, 2.714,  6.526
-181.373, 68.408, 2.718,  6.543
-181.373, 68.363, 2.722,  6.560
-181.373, 68.318, 2.727,  6.577
-181.373, 68.272, 2.731,  6.594
-181.373, 68.226, 2.736,  6.611
-181.373, 68.181, 2.740,  6.628
-181.374, 68.135, 2.745,  6.645
-181.374, 68.089, 2.749,  6.662
-181.374, 68.043, 2.753,  6.679
-181.374, 67.997, 2.758,  6.696
-181.374, 67.951, 2.762,  6.713
-181.374, 67.905, 2.767,  6.730
-181.374, 67.859, 2.771,  6.747
-181.374, 67.813, 2.776,  6.764
-181.374, 67.766, 2.780,  6.781
-181.374, 67.720, 2.785,  6.798
-181.374, 67.673, 2.789,  6.815
-181.374, 67.627, 2.794,  6.832
-181.374, 67.580, 2.799,  6.849
-181.374, 67.534, 2.803,  6.866
-181.374, 67.487, 2.808,  6.883
-181.374, 67.440, 2.812,  6.900
-181.374, 67.393, 2.817,  6.917
-181.374, 67.346, 2.822,  6.934
-181.374, 67.299, 2.826,  6.951
-181.374, 67.252, 2.831,  6.968
-181.374, 67.204, 2.836,  6.985
-181.374, 67.157, 2.840,  7.002
-181.374, 67.110, 2.845,  7.019
-181.374, 67.062, 2.849,  7.036
-181.374, 67.015, 2.854,  7.053
-181.374, 66.967, 2.859,  7.070
-181.374, 66.919, 2.863,  7.087
-181.374, 66.871, 2.868,  7.104
-181.374, 66.823, 2.873,  7.121
-181.374, 66.776, 2.877,  7.138
-181.374, 66.727, 2.882,  7.155
-181.374, 66.679, 2.887,  7.172
-181.374, 66.631, 2.891,  7.189
-181.375, 66.583, 2.896,  7.206
-181.375, 66.535, 2.901,  7.223
-181.375, 66.486, 2.906,  7.240
-181.375, 66.438, 2.910,  7.257
-181.375, 66.389, 2.915,  7.274
-181.375, 66.340, 2.920,  7.291
-181.375, 66.292, 2.924,  7.308
-181.375, 66.243, 2.929,  7.325
-181.375, 66.194, 2.934,  7.342
-181.375, 66.145, 2.939,  7.359
-181.375, 66.096, 2.944,  7.376
-181.375, 66.047, 2.949,  7.393
-181.375, 65.997, 2.953,  7.410
-181.375, 65.948, 2.958,  7.427
-181.375, 65.899, 2.963,  7.444
-181.375, 65.849, 2.968,  7.461
-181.375, 65.800, 2.973,  7.478
-181.375, 65.750, 2.978,  7.495
-181.375, 65.700, 2.983,  7.512
-181.376, 65.651, 2.988,  7.529
-181.376, 65.601, 2.993,  7.546
-181.376, 65.551, 2.998,  7.563
-181.376, 65.501, 3.003,  7.580
-181.376, 65.451, 3.008,  7.597
-181.376, 65.400, 3.012,  7.614
-181.376, 65.350, 3.017,  7.631
-181.376, 65.300, 3.022,  7.648
-181.376, 65.249, 3.027,  7.665
-181.376, 65.199, 3.032,  7.682
-181.376, 65.148, 3.037,  7.699
-181.376, 65.097, 3.042,  7.716
-181.376, 65.047, 3.047,  7.733
-181.376, 64.996, 3.052,  7.750
-181.376, 64.945, 3.057,  7.767
-181.376, 64.894, 3.061,  7.784
-181.376, 64.843, 3.066,  7.801
-181.377, 64.791, 3.072,  7.818
-181.377, 64.740, 3.077,  7.835
-181.377, 64.689, 3.082,  7.852
-181.377, 64.637, 3.087,  7.869
-181.377, 64.586, 3.092,  7.886
-181.377, 64.534, 3.097,  7.903
-181.377, 64.483, 3.102,  7.920
-181.377, 64.431, 3.107,  7.937
-181.377, 64.379, 3.113,  7.954
-181.377, 64.327, 3.118,  7.971
-181.377, 64.275, 3.123,  7.988
-181.377, 64.223, 3.128,  8.005
-181.377, 64.171, 3.133,  8.022
-181.377, 64.118, 3.138,  8.039
-181.377, 64.066, 3.143,  8.056
-181.378, 64.013, 3.149,  8.073
-181.378, 63.961, 3.154,  8.090
-181.378, 63.908, 3.159,  8.107
-181.378, 63.855, 3.164,  8.124
-181.378, 63.803, 3.169,  8.141
-181.378, 63.750, 3.174,  8.158
-181.378, 63.697, 3.180,  8.175
-181.378, 63.644, 3.185,  8.192
-181.378, 63.590, 3.190,  8.209
-181.378, 63.537, 3.195,  8.226
-181.378, 63.484, 3.201,  8.243
-181.378, 63.430, 3.206,  8.260
-181.378, 63.377, 3.211,  8.277
-181.379, 63.323, 3.216,  8.294
-181.379, 63.270, 3.222,  8.311
-181.379, 63.216, 3.227,  8.328
-181.379, 63.162, 3.232,  8.345
-181.379, 63.108, 3.238,  8.362
-181.379, 63.054, 3.243,  8.379
-181.379, 63.000, 3.248,  8.396
-181.379, 62.945, 3.254,  8.413
-181.379, 62.891, 3.259,  8.430
-181.379, 62.837, 3.265,  8.447
-181.379, 62.782, 3.270,  8.464
-181.379, 62.728, 3.275,  8.481
-181.379, 62.673, 3.281,  8.498
-181.380, 62.618, 3.286,  8.515
-181.380, 62.563, 3.291,  8.532
-181.380, 62.508, 3.297,  8.549
-181.380, 62.453, 3.302,  8.566
-181.380, 62.398, 3.308,  8.583
-181.380, 62.343, 3.313,  8.600
-181.380, 62.288, 3.319,  8.617
-181.380, 62.232, 3.324,  8.634
-181.380, 62.177, 3.330,  8.651
-181.380, 62.121, 3.335,  8.668
-181.380, 62.066, 3.341,  8.685
-181.380, 62.010, 3.346,  8.702
-181.381, 61.954, 3.352,  8.719
